Stkcd	Accper	Typrep	Indcd	F040202B	F040302B	F040502B	F040602B	F040802B	F040902B	F041002B	F041202B	F041402B	F041502B	F041702B	F041802B	Indnme
股票代码	截止日期	报表类型编码	行业代码	应收账款周转率B	应收账款周转天数B	存货周转率B	存货周转天数B	应付账款周转率B	营运资金（资本）周转率B	现金及现金等价物周转率B	流动资产周转率B	固定资产周转率B	非流动资产周转率B	总资产周转率B	股东权益周转率B	行业名称
002360	2019-12-31	B	C26	7.039471	51.850487	5.774867	63.204919	4.33697	8.992885	1.688878	0.817934	0.915109	0.230421	0.179776	0.238304	化学原料及化学制品制造业
002360	2020-12-31	A	C26	7.185203	50.938018	10.077839	36.31731	10.519471	1.43447	1.780117	1.063024	2.486946	1.354921	0.595677	0.770389	化学原料及化学制品制造业
002360	2020-12-31	B	C26	7.892245	46.374637	6.673588	54.843062	5.896785	1.861433	1.164651	0.617482	0.982877	0.225429	0.16514	0.222311	化学原料及化学制品制造业
002361	2016-12-31	A	C26	2.486437	147.198582	8.201396	44.626549	6.180201	1.440193	2.368506	0.876224	3.496737	1.640527	0.571161	0.790961	化学原料及化学制品制造业
002361	2016-12-31	B	C26	2.776906	131.801365	12.454403	29.387197	6.412044	1.180169	2.028654	0.801356	5.913306	1.317371	0.498263	0.630045	化学原料及化学制品制造业
002361	2017-12-31	A	C26	2.543522	143.501806	8.339359	43.768352	7.019919	1.906136	3.238463	0.965248	4.574047	1.840118	0.633133	0.960813	化学原料及化学制品制造业
002361	2017-12-31	B	C26	3.161704	115.444077	13.685787	26.670004	8.050455	1.678926	2.876335	0.957311	8.434895	1.43061	0.573528	0.781248	化学原料及化学制品制造业
002361	2018-12-31	A	C26	2.28858	159.487542	6.758641	54.00494	7.456741	2.482145	4.083339	0.924657	4.09124	1.636852	0.590873	1.017948	化学原料及化学制品制造业
002361	2018-12-31	B	C26	3.144368	116.080561	13.575837	26.886003	8.996244	2.582906	4.045038	1.017691	9.595445	1.300969	0.571013	0.879692	化学原料及化学制品制造业
002361	2019-12-31	A	C26	2.301922	158.563149	6.124333	59.598327	7.454709	3.553796	4.291175	0.946432	3.528999	1.587173	0.592891	1.128924	化学原料及化学制品制造业
002361	2019-12-31	B	C26	3.245589	112.460327	15.282562	23.88343	7.803952	3.845997	4.142987	1.012781	9.79141	1.254336	0.560345	0.95657	化学原料及化学制品制造业
002361	2020-12-31	A	C26	2.02255	180.95968	5.268519	69.469238	6.060591	4.198796	4.50717	0.872217	2.462238	1.297436	0.521579	1.015568	化学原料及化学制品制造业
002361	2020-12-31	B	C26	3.364978	108.767427	18.97157	19.292025	6.507661	5.263688	4.76084	0.969606	9.503736	1.089436	0.513017	0.907531	化学原料及化学制品制造业
002362	2016-12-31	A	C39	8.40296	43.55608	2.665668	137.301419	5.8664	0.944784	3.194839	0.734835	2.1092	1.262921	0.46454	0.542934	计算机、通信和其他电子设备制造业
002362	2016-12-31	B	C39	1.481271	247.085105	9.569362	38.247064	4.06235	0.22815	1.950344	0.191793	1.162946	0.255106	0.109482	0.120748	计算机、通信和其他电子设备制造业
002362	2017-12-31	A	C39	8.865896	41.168992	2.670565	136.675198	6.428287	1.224729	4.531341	0.890952	3.149789	1.858426	0.602234	0.741232	计算机、通信和其他电子设备制造业
002362	2017-12-31	B	C39	1.62976	223.959356	6.378335	57.224965	3.251274	0.281656	2.416221	0.209487	1.405643	0.297739	0.122968	0.145084	计算机、通信和其他电子设备制造业
002362	2018-12-31	A	C39	6.74851	54.086013	2.743202	133.056188	5.977643	1.372333	5.698884	0.94734	3.939708	2.298639	0.670859	0.861743	计算机、通信和其他电子设备制造业
002362	2018-12-31	B	C39	1.592197	229.242989	3.520143	103.688969	2.627297	0.292547	2.756492	0.202023	1.440406	0.293483	0.119656	0.146741	计算机、通信和其他电子设备制造业
002362	2019-12-31	A	C39	8.002199	45.612462	3.103161	117.621999	4.974252	1.834363	5.231732	1.21567	5.88235	3.434272	0.897848	1.198301	计算机、通信和其他电子设备制造业
002362	2019-12-31	B	C39	2.19342	166.406799	3.915835	93.211282	3.027726	0.42502	3.654269	0.287298	2.016196	0.36933	0.161595	0.197765	计算机、通信和其他电子设备制造业
002362	2020-12-31	A	C39	11.164432	32.78268	2.241094	163.313096	4.186477	1.573642	3.432969	1.134363	8.160945	4.73184	0.915008	1.182149	计算机、通信和其他电子设备制造业
002362	2020-12-31	B	C39	1.550039	236.123091	4.273183	85.650439	2.245945	0.208246	0.685049	0.15613	1.471733	0.239231	0.094474	0.111333	计算机、通信和其他电子设备制造业
002362	2021-12-31	A	C39	11.093975	32.900741	1.712374	213.154369	4.739338	1.188356	3.209463	0.906246	8.226007	4.416798	0.751958	0.93899	计算机、通信和其他电子设备制造业
002362	2021-12-31	B	C39	2.30877	158.092837	7.477746	48.8115	3.11602	0.225674	0.784163	0.178687	2.122435	0.31672	0.114237	0.131778	计算机、通信和其他电子设备制造业
002363	2016-12-31	A	C36	4.696308	77.93356	2.67967	136.583982	4.260718	2.789871	7.256538	1.140563	1.692101	1.275364	0.602101	0.875621	汽车制造业
002363	2016-12-31	B	C36	4.732059	77.344767	2.647446	138.246446	4.420463	3.357231	8.402971	1.15078	1.881852	1.193083	0.585775	0.88066	汽车制造业
002363	2017-12-31	A	C36	4.586757	79.576921	3.266929	111.725722	3.443072	1.969056	3.738517	0.984334	1.819411	1.383266	0.575095	0.813555	汽车制造业
002363	2017-12-31	B	C36	4.703037	77.609426	3.272753	111.526901	3.237581	2.386672	4.136573	1.005568	2.089395	1.254243	0.558111	0.823316	汽车制造业
002363	2018-12-31	A	C36	4.465755	81.7331	3.134638	116.440878	3.06703	1.793758	3.123534	0.913926	1.806387	1.472313	0.563894	0.812093	汽车制造业
002363	2018-12-31	B	C36	4.695496	77.734067	3.251591	112.25274	3.092716	2.080177	3.454673	0.942635	2.127608	1.379765	0.56003	0.83301	汽车制造业
002363	2019-12-31	A	C36	3.782963	96.485215	2.283849	159.817921	2.818188	1.448361	3.09116	0.761243	1.505329	1.259503	0.474472	0.680127	汽车制造业
002363	2019-12-31	B	C36	3.924181	93.013039	2.305963	158.28528	3.192335	1.528029	3.531215	0.775483	1.741583	1.225189	0.474897	0.686355	汽车制造业
002363	2020-12-31	A	C36	3.932199	93.07769	2.105257	173.850509	3.404512	1.38653	3.258397	0.760796	1.537395	1.292113	0.47885	0.677445	汽车制造业
002363	2020-12-31	B	C36	4.051064	90.346635	2.138846	171.120314	3.885024	1.51959	3.973835	0.795192	1.814517	1.259623	0.487461	0.697591	汽车制造业
002363	2021-12-31	A	C36	4.633762	78.769691	2.34714	155.508406	4.419234	1.721965	3.530126	0.892503	1.955597	1.697293	0.584926	0.867353	汽车制造业
002363	2021-12-31	B	C36	5.011468	72.83295	2.517579	144.980555	5.014276	2.024507	4.395823	0.984117	2.406311	1.726478	0.626821	0.945643	汽车制造业
002364	2016-12-31	A	C38	1.461698	250.39372	1.836674	199.273252	3.19945	0.772773	3.423887	0.607578	3.733098	1.313575	0.415427	0.490492	电气机械及器材制造业
002364	2016-12-31	B	C38	2.253149	162.439324	1.238329	295.559581	2.201125	0.955442	4.055229	0.578353	3.501326	0.625158	0.300423	0.378674	电气机械及器材制造业
002364	2017-12-31	A	C38	1.301009	280.55148	2.059675	177.212424	3.777259	0.501538	2.461055	0.433445	3.761307	1.301779	0.325174	0.363359	电气机械及器材制造业
002364	2017-12-31	B	C38	2.165138	168.580478	1.389675	262.651339	2.12842	0.486508	2.481318	0.371646	3.510768	0.566807	0.224467	0.262101	电气机械及器材制造业
002364	2018-12-31	A	C38	1.319166	276.689969	2.195896	166.219165	3.451876	0.548711	1.877619	0.469256	4.803574	1.918322	0.377028	0.42769	电气机械及器材制造业
002364	2018-12-31	B	C38	2.006406	181.917319	1.663655	219.396449	1.85033	0.565171	1.67931	0.415367	4.708086	0.686501	0.258788	0.310375	电气机械及器材制造业
002364	2019-12-31	A	C38	1.355073	269.358182	2.775066	131.528403	3.61642	0.712055	2.056224	0.573697	6.268478	2.128869	0.451914	0.5348	电气机械及器材制造业
002364	2019-12-31	B	C38	1.726617	211.396042	1.979466	184.393165	1.857727	0.798082	1.821123	0.506701	5.84423	0.675822	0.289584	0.366489	电气机械及器材制造业
002364	2020-12-31	A	C38	1.451611	252.133664	2.239021	163.4643	3.11445	1.069737	3.43385	0.655437	6.300743	1.665884	0.470371	0.652833	电气机械及器材制造业
002364	2020-12-31	B	C38	2.094057	174.780343	4.470968	81.861467	4.365269	2.465289	5.570437	0.930182	7.979345	0.922038	0.463046	0.672293	电气机械及器材制造业
002365	2016-12-31	A	C27	7.454459	49.09813	7.161001	51.110173	9.941209	1.087913	8.055319	0.958777	0.964716	0.826001	0.443725	0.478448	医药制造业
002365	2016-12-31	B	C27	7.468499	49.005831	11.549024	31.69099	10.188588	1.037651	8.503186	0.930517	1.01778	0.687878	0.395504	0.42123	医药制造业
002365	2017-12-31	A	C27	8.710157	41.9051	8.362169	43.648962	13.692038	1.755784	8.910286	1.378382	1.761599	1.243857	0.653834	0.73977	医药制造业
002365	2017-12-31	B	C27	8.964128	40.717848	12.40573	29.421888	14.048268	1.712393	9.591268	1.360015	1.895619	1.04411	0.590654	0.658576	医药制造业
002365	2018-12-31	A	C27	7.355998	49.619372	7.369686	49.527212	6.887554	2.008687	12.946103	1.349848	1.343134	0.995795	0.573051	0.681489	医药制造业
002365	2018-12-31	B	C27	7.284229	50.108254	9.904963	36.850213	6.5911	1.936384	15.277944	1.306888	1.325239	0.812838	0.501144	0.58545	医药制造业
002365	2019-12-31	A	C27	11.229325	32.50418	10.439698	34.962697	8.297103	2.632142	19.536258	1.798516	1.37945	1.185029	0.714349	0.84008	医药制造业
002365	2019-12-31	B	C27	7.846578	46.517093	9.127246	39.990157	5.664609	1.685611	20.116111	1.197829	0.909874	0.66679	0.428345	0.490569	医药制造业
002365	2020-12-31	A	C27	9.780213	37.422498	8.78923	41.641873	7.976329	1.852195	10.309389	1.314426	1.182246	1.025672	0.576117	0.675895	医药制造业
002365	2020-12-31	B	C27	8.329479	43.940323	10.04281	36.443983	7.217883	1.275181	9.149331	0.964153	0.893716	0.657333	0.390858	0.443303	医药制造业
002365	2021-12-31	A	C27	8.794912	41.501268	10.612438	34.393605	11.577402	2.101456	15.369612	1.495539	1.620345	1.328746	0.703609	0.830282	医药制造业
002365	2021-12-31	B	C27	8.459595	43.146274	19.676214	18.550317	15.03189	1.605284	13.635822	1.279421	1.406617	0.96561	0.550292	0.613482	医药制造业
002366	2016-12-31	A	C35	4.158651	88.009309	0.45921	797.020971	2.765469		2.462278	0.535593	0.79037	0.490478	0.256022	0.697652	专用设备制造业
002366	2017-12-31	A	C35	3.973679	91.854425	0.431092	846.687018	3.84117	2.800947	8.425809	0.738653	1.27295	0.880518	0.401685	0.99605	专用设备制造业
002366	2017-12-31	B	C35	4.098583	89.055169			1.709402	0.004363	0.012353	0.004231	1.701914	0.000295	0.000276	0.000284	专用设备制造业
002366	2018-12-31	A	C35	1.377334	265.004712	0.231975	1573.445414	2.398163	1.045443	14.118418	0.339613	0.616246	0.447933	0.193162	0.445258	专用设备制造业
002366	2018-12-31	B	C35	1.342003	271.981508			0.549341	0.001912	0.006908	0.000867	0.424288	0.000095	0.000086	0.000093	专用设备制造业
002366	2019-12-31	A	C35	0.459076	795.075325	0.28275	1290.893015	2.506865	1.567605	17.122183	0.133691	0.23112	0.165901	0.074032	0.178509	专用设备制造业
002366	2020-12-31	A	C35	0.488328	749.49624	0.375062	975.838661	2.226186		24.066475	0.134074	0.230139	0.15177	0.071187	0.253951	专用设备制造业
002367	2016-12-31	A	C34	6.159645	59.419009	2.945503	124.257215	3.361483	2.89574	31.721793	1.21352	3.030762	1.746119	0.715949	1.125613	通用设备制造业
002367	2016-12-31	B	C34	5.933714	61.681436	3.376856	108.384841	3.462111	4.214651	50.267225	1.291413	8.308908	1.572487	0.709079	1.158638	通用设备制造业
002367	2017-12-31	A	C34	4.519245	80.765703	3.516604	103.793319	3.672883	1.844324	17.776557	0.954651	2.628039	1.661961	0.606354	0.897917	通用设备制造业
002367	2017-12-31	B	C34	4.291583	85.050202	4.256839	85.744375	3.997436	2.453804	23.089913	1.040034	6.007258	1.390495	0.594999	0.895899	通用设备制造业
002367	2018-12-31	A	C34	3.787065	96.380706	2.935866	124.324475	3.320769	1.790874	15.319087	0.835917	2.303556	1.662324	0.556217	0.887233	通用设备制造业
002367	2018-12-31	B	C34	3.555265	102.66464	3.526031	103.515823	3.344583	2.287993	22.445909	0.880217	4.483794	1.340591	0.531343	0.854188	通用设备制造业
002367	2019-12-31	A	C34	4.361353	83.689626	2.573649	141.821981	3.395573	2.685988	9.514049	0.956269	2.909671	2.012125	0.648207	1.188972	通用设备制造业
002367	2019-12-31	B	C34	4.087942	89.286981	2.962148	123.221392	3.258207	3.742608	13.588901	0.964858	5.635549	1.578392	0.59881	1.124439	通用设备制造业
002367	2020-12-31	A	C34	5.451228	67.140835	2.586768	141.489302	3.615357	3.414413	6.135706	1.01684	3.632569	2.338504	0.708686	1.427008	通用设备制造业
002367	2020-12-31	B	C34	5.374015	68.105504	2.961748	123.575672	3.652796	5.50114	7.238975	1.03347	7.137212	1.854542	0.663644	1.39657	通用设备制造业
002367	2021-12-31	A	C34	6.085475	59.978884	2.847302	128.19153	4.046112	3.833147	5.964158	1.067968	4.628034	2.821092	0.774695	1.657776	通用设备制造业
002367	2021-12-31	B	C34	6.053865	60.292061	3.098097	117.814258	4.100513	5.85817	6.56526	1.083019	9.028259	2.231868	0.729182	1.616502	通用设备制造业
002369	2016-12-31	A	C39	4.821598	75.908444	6.218543	58.85623	4.117166	1444.798589	13.342492	1.740172	2.652214	1.969747	0.923928	2.005814	计算机、通信和其他电子设备制造业
002369	2016-12-31	B	C39	4.792526	76.368913	120.950936	3.02602	7.150233	3.141249	36.593244	1.023244	3.168984	1.029058	0.513072	0.781721	计算机、通信和其他电子设备制造业
002369	2017-12-31	A	C39	6.862736	53.185785	4.715481	77.404617	3.130352	10.128317	7.75638	1.538457	2.707916	1.776359	0.824435	1.592032	计算机、通信和其他电子设备制造业
002369	2017-12-31	B	C39	4.217428	86.545639	22.541845	16.192108	4.482501	1.449852	16.153018	0.779512	2.850196	0.811925	0.397694	0.523445	计算机、通信和其他电子设备制造业
002369	2018-12-31	A	C39	6.353637	57.447412	5.41688	67.381962	3.307295	8.314811	7.849351	1.61774	2.775199	1.721505	0.834005	1.532101	计算机、通信和其他电子设备制造业
002369	2018-12-31	B	C39	2.731513	133.625577	12.681098	28.782997	3.352846	1.057411	7.668839	0.623223	3.182762	0.779537	0.346335	0.450374	计算机、通信和其他电子设备制造业
002369	2019-12-31	A	C39	3.991928	91.434515	8.742253	41.751251	3.415536	11.586756	7.931277	1.892448	2.714764	1.72313	0.901912	1.68388	计算机、通信和其他电子设备制造业
002369	2019-12-31	B	C39	2.759879	132.252175	26.751172	13.644262	3.751822	1.694246	11.265351	0.948784	5.770784	1.361984	0.55922	0.781355	计算机、通信和其他电子设备制造业
002369	2020-12-31	A	C39	3.644684	100.420228	13.004073	28.145028	3.502513	13.540816	6.550663	1.823327	2.671587	1.678902	0.874068	1.803881	计算机、通信和其他电子设备制造业
002369	2020-12-31	B	C39	2.880251	127.072259	45.00456	8.132509	3.307059	1.590006	8.75991	0.859066	6.763615	1.636193	0.563307	0.871691	计算机、通信和其他电子设备制造业
002370	2016-12-31	A	C27	3.866568	94.657588	4.681993	78.171838	2.490728	1.457155	1.195733	0.738853	2.927646	0.627567	0.339339	0.515164	医药制造业
002370	2016-12-31	B	C27	4.372674	83.701643	2.381134	153.708275	4.70792	0.885816	1.058055	0.562423	1.622855	0.314954	0.201894	0.274082	医药制造业
002370	2017-12-31	A	C27	3.844645	94.937244	5.131163	71.133971	6.002829	0.978532	1.158512	0.701323	3.845771	0.673318	0.343518	0.408078	医药制造业
002370	2017-12-31	B	C27	5.420795	67.333297	2.155337	169.347067	4.374535	0.75739	1.203464	0.639343	2.262616	0.301945	0.205087	0.216015	医药制造业
002370	2018-12-31	A	C27	3.929529	92.88645	4.378917	83.353943	9.129367	1.31945	1.768979	0.790943	3.653338	0.642868	0.35463	0.4866	医药制造业
002370	2018-12-31	B	C27	6.673444	54.694398	2.343406	155.756194	7.982172	1.684318	5.034485	1.307441	4.005431	0.357729	0.280878	0.295213	医药制造业
002370	2019-12-31	A	C27	3.442924	106.014539	2.798913	130.407769	8.284478	0.669592	0.836766	0.477547	1.712536	0.50014	0.244291	0.47141	医药制造业
002370	2019-12-31	B	C27	6.378914	57.219771	2.390344	152.697687	11.121813	0.881445	1.41523	0.778651	4.218494	0.456965	0.287967	0.408259	医药制造业
002370	2020-12-31	A	C27	5.400594	67.770323	2.289057	159.891169	5.638758	0.449277	0.502397	0.373517	1.178024	0.70162	0.243752	0.796131	医药制造业
002370	2020-12-31	B	C27	5.270755	69.439767	2.325651	157.37529	6.595922	0.597103	0.683775	0.45986	6.045864	0.579481	0.256394	0.684631	医药制造业
002371	2016-12-31	A	C39	2.293833	159.558259	0.95733	382.313309	1.918779	1.228473	2.480298	0.575497	1.206565	0.528191	0.275415	0.569096	计算机、通信和其他电子设备制造业
002371	2016-12-31	B	C39	3.300748	110.883957	1.419674	257.805665	2.957422	1.992542	3.095418	0.562852	1.388541	0.239193	0.167859	0.26136	计算机、通信和其他电子设备制造业
002371	2017-12-31	A	C35	3.111836	117.294099	0.87805	415.693867	1.825529	1.426712	2.269299	0.5695	1.569704	0.646163	0.302707	0.64955	专用设备制造业
002371	2017-12-31	B	C35	1.856062	196.652914	0.795742	458.691385	1.452802	0.917709	1.315981	0.268126	0.779908	0.081737	0.062641	0.083281	专用设备制造业
002371	2018-12-31	A	C35	4.212306	86.650875	0.811536	449.764397	1.67647	2.502592	3.298758	0.660486	1.995247	0.822531	0.366328	0.919233	专用设备制造业
002371	2018-12-31	B	C35	1.729994	210.983391	1.975759	184.739131	2.6055	1.565654	1.708826	0.254382	1.073348	0.040849	0.035197	0.040713	专用设备制造业
002371	2019-12-31	A	C35	4.5608	80.029819	0.725688	502.970974	1.535601	1.670695	2.121143	0.576718	2.098013	0.84002	0.341951	0.823887	专用设备制造业
002371	2019-12-31	B	C35	3.072348	118.801646	5.559042	65.658795	5.743897	0.187394	0.152902	0.09184	1.834104	0.030264	0.022763	0.026398	专用设备制造业
002371	2020-12-31	A	C35	5.116142	71.53828	0.894935	408.968249	2.115739	1.783127	2.242691	0.621654	2.98688	1.029137	0.387552	0.916749	专用设备制造业
002371	2020-12-31	B	C35	3.474966	105.324772			1.960285	0.042122	0.024988	0.014878	0.499278	0.003935	0.003112	0.003623	专用设备制造业
002376	2016-12-31	A	C39	3.351507	109.204606	2.482631	147.424245	3.393829	2.200543	2.652003	0.935565	1.990554	0.936174	0.467935	0.685401	计算机、通信和其他电子设备制造业
002376	2016-12-31	B	C39	3.077603	118.923721	4.218693	86.756728	3.72282	3.12251	3.816418	1.02326	1.380122	0.553878	0.359361	0.492982	计算机、通信和其他电子设备制造业
002376	2017-12-31	A	C39	3.63047	100.537947	2.383088	153.162619	3.554909	2.407895	3.121904	0.958993	1.978339	0.9128	0.467663	0.670445	计算机、通信和其他电子设备制造业
002376	2017-12-31	B	C39	3.18402	114.634958	3.760028	97.073745	3.88123	4.355034	4.816398	0.959867	1.286681	0.477932	0.319065	0.436599	计算机、通信和其他电子设备制造业
002376	2018-12-31	A	C39	4.391513	83.114863	2.995548	121.847488	4.507386	2.613028	3.658381	1.218284	2.60222	1.193931	0.602992	0.82847	计算机、通信和其他电子设备制造业
002376	2018-12-31	B	C39	4.071912	89.638479	4.40364	82.885976	5.315239	3.956005	3.408746	1.02701	1.265757	0.462006	0.318657	0.418669	计算机、通信和其他电子设备制造业
002376	2019-12-31	A	C39	3.413913	106.915437	2.245985	162.512216	3.261224	1.559728	2.14023	0.864214	2.348768	0.983979	0.460108	0.667236	计算机、通信和其他电子设备制造业
