Stkcd	Accper	Typrep	Indcd	F050102B	F050202B	F050302B	F050402B	F050502B	F051201B	F053201B	F053301B	F051301B	F051401B	F051501B	F051701B	F051801B	F051901B	F053202B	F053401B	Indnme
股票代码	截止日期	报表类型编码	行业代码	资产报酬率B	总资产净利润率（ROA）B	流动资产净利润率B	固定资产净利润率B	净资产收益率B	投入资本回报率	长期资本收益率	营业毛利率	营业成本率	营业利润率	营业净利率	销售费用率	管理费用率	财务费用率	投资收益率	研发费用率	行业名称
300228	2017-12-31	A	C35	0.035394	0.012444	0.021356	0.044283	0.027821	0.038964	0.071	0.293948	0.706052	0.037997	0.028991	0.058482	0.119261	0.040933	0.125071		专用设备制造业
300228	2018-12-31	A	C35	0.019004	0.00353	0.005847	0.013386	0.007784	0.024426	0.03908	0.31101	0.68899	0.005714	0.00992	0.063599	0.07865	0.041197	0.255811	0.04957	专用设备制造业
300228	2019-12-31	A	C35	-0.077769	-0.091943	-0.152346	-0.349246	-0.21015	-0.115629	-0.169339	0.215177	0.784823	-0.215733	-0.216429	0.07991	0.060807	0.031833	0.044484	0.05105	专用设备制造业
300228	2020-12-31	A	C35	0.054437	0.020981	0.033166	0.08337	0.051484	0.051242	0.124138	0.23958	0.76042	0.069446	0.040846	0.03247	0.05374	0.032642	-0.034018	0.044267	专用设备制造业
300232	2016-12-31	A	C39	0.073889	0.077392	0.114059	0.52183	0.130158	0.068027	0.116659	0.297874	0.702126	0.101828	0.095513	0.098206	0.080119	-0.017303	-0.11517		计算机、通信和其他电子设备制造业
300232	2017-12-31	A	C39	0.09754	0.07675	0.123647	0.512845	0.161194	0.1107	0.196015	0.300425	0.699575	0.10663	0.094936	0.091368	0.073305	0.013589	-0.001815		计算机、通信和其他电子设备制造业
300232	2018-12-31	A	C39	0.086622	0.075402	0.121002	0.533856	0.182636	0.095429	0.184737	0.314764	0.685236	0.106485	0.094238	0.093157	0.044177	0.001127	-0.016382	0.045654	计算机、通信和其他电子设备制造业
300232	2019-12-31	A	C39	0.092814	0.07721	0.11776	0.628126	0.188207	0.106928	0.197873	0.302946	0.697054	0.10704	0.095985	0.102323	0.041174	0.005553	0.286517	0.041887	计算机、通信和其他电子设备制造业
300232	2020-12-31	A	C39	0.026771	0.013489	0.020894	0.112586	0.031927	0.032207	0.057116	0.261759	0.738241	0.025805	0.021313	0.105089	0.044947	0.016764	-0.01015	0.045136	计算机、通信和其他电子设备制造业
300233	2016-12-31	A	C27	0.078465	0.073474	0.147731	0.209914	0.111029	0.084424	0.113619	0.278563	0.721437	0.105421	0.110004	0.028003	0.133611	-0.002053	0		医药制造业
300233	2017-12-31	A	C27	0.100174	0.081068	0.203441	0.297713	0.106675	0.071151	0.127309	0.356808	0.643192	0.122123	0.104107	0.087636	0.126731	0.006387	-0.00265		医药制造业
300233	2018-12-31	A	C27	0.071857	0.055407	0.156398	0.240298	0.070352	0.058933	0.08699	0.500659	0.499341	0.122314	0.093855	0.14926	0.093375	-0.00132	0.00789	0.07251	医药制造业
300233	2019-12-31	A	C27	0.059071	0.039344	0.105117	0.16771	0.052371	0.045461	0.073251	0.584699	0.415301	0.055577	0.076574	0.206078	0.108593	0.002203	-0.003968	0.094431	医药制造业
300233	2020-12-31	A	C27	-0.075093	-0.090758	-0.217896	-0.337358	-0.127296	-0.107565	-0.096227	0.581196	0.418804	-0.140049	-0.162286	0.271088	0.113414	0.009342	0.01293	0.064792	医药制造业
300233	2021-12-31	A	C27	0.043237	0.023957	0.056446	0.077606	0.035642	0.034405	0.057624	0.526162	0.473838	0.066928	0.039218	0.263884	0.117413	0.008153	0.54402	0.056824	医药制造业
300236	2016-12-31	A	C26	0.045994	0.040553	0.079701	0.284686	0.049316	0.039222	0.055088	0.436876	0.563124	0.127973	0.128864	0.07128	0.176591	0.002042	0.007707		化学原料及化学制品制造业
300236	2017-12-31	A	C26	0.054832	0.048069	0.084953	0.365039	0.056037	0.049348	0.063193	0.39594	0.60406	0.177307	0.151865	0.065401	0.153464	-0.003937	-0.021809		化学原料及化学制品制造业
300236	2018-12-31	A	C26	-0.000818	0.004029	0.007338	0.030659	0.004759	0.00151	-0.00096	0.33948	0.66052	0.010331	0.010969	0.066518	0.082965	-0.007125	-0.002765	0.090822	化学原料及化学制品制造业
300236	2019-12-31	A	C26	0.154997	0.124231	0.249585	1.012654	0.151093	0.121672	0.185293	0.324227	0.675773	0.41173	0.329001	0.064506	0.113068	0.000031	8.932223	0.082735	化学原料及化学制品制造业
300236	2020-12-31	A	C26	0.084722	0.069607	0.30848	1.132459	0.088415	0.048585	0.096609	0.341513	0.658487	0.476754	0.398864	0.043421	0.068453	0.010454	-0.052199	0.115688	化学原料及化学制品制造业
300238	2016-12-31	A	C35	0.067476	0.051381	0.142485	0.316018	0.061077	0.043313	0.076459	0.781281	0.218719	0.186346	0.200711	0.348129	0.177993	0.016136	-0.036318		专用设备制造业
300238	2017-12-31	A	C35	0.031623	0.020007	0.067008	0.16781	0.02598	0.023104	0.03712	0.730394	0.269606	0.101869	0.075292	0.389977	0.282147	0.005386	-0.066312		专用设备制造业
300238	2018-12-31	A	C35	0.039002	0.02055	0.07501	0.152273	0.029659	0.032775	0.047408	0.725249	0.274751	0.094756	0.07659	0.401861	0.137171	0.031791	0.007132	0.093696	专用设备制造业
300238	2019-12-31	A	C35	-0.336807	-0.351994	-1.200107	-2.018891	-0.527797	-0.45702	-0.418337	0.676989	0.323011	-1.111835	-1.12073	0.423802	0.236549	0.034939	-0.293408	0.159748	专用设备制造业
300238	2020-12-31	A	C35	0.047857	0.036216	0.096826	0.182757	0.058221	0.051914	0.063962	0.725278	0.274722	0.102902	0.094655	0.414171	0.113623	0.022379	-0.047173	0.07839	专用设备制造业
300239	2016-12-31	A	C27	0.027502	0.023837	0.047958	0.099918	0.026978	0.024915	0.0301	0.204874	0.795126	0.056782	0.060731	0.062926	0.086594	-0.00193	0.767469		医药制造业
300239	2017-12-31	A	C27	0.029645	0.024843	0.069909	0.066208	0.030949	0.029032	0.035037	0.212674	0.787326	0.074257	0.062925	0.048439	0.081461	0.00088	0.216876		医药制造业
300239	2018-12-31	A	C27	0.038508	0.031311	0.086012	0.070523	0.045895	0.037902	0.051776	0.219452	0.780548	0.086581	0.075046	0.042938	0.059912	0.005778	-0.000088	0.017216	医药制造业
300239	2019-12-31	A	C27	0.032037	0.028337	0.074984	0.065316	0.040863	0.031148	0.042192	0.190024	0.809976	0.076297	0.072399	0.039538	0.052856	0.000221	-0.029966	0.0229	医药制造业
300239	2020-12-31	A	C27	0.018413	0.013314	0.038036	0.026799	0.018304	0.02011	0.023547	0.155422	0.844578	0.044017	0.040537	0.020431	0.058263	0.012254	-0.055424	0.022153	医药制造业
300241	2016-12-31	A	C39	0.03611	0.032552	0.063734	0.117425	0.059521	0.036561	0.06153	0.190603	0.809397	0.038638	0.042492	0.033328	0.08898	-0.001587	0.04607		计算机、通信和其他电子设备制造业
300241	2017-12-31	A	C39	0.076692	0.061826	0.114887	0.277605	0.117912	0.074794	0.129067	0.187149	0.812851	0.099516	0.083811	0.03149	0.0817	0.005126	0.044552		计算机、通信和其他电子设备制造业
300241	2018-12-31	A	C39	0.042947	0.035346	0.064313	0.172889	0.066338	0.046057	0.070506	0.197027	0.802973	0.065202	0.054439	0.03555	0.040001	0.002388	0.062016	0.058432	计算机、通信和其他电子设备制造业
300241	2019-12-31	A	C39	-0.059288	-0.054187	-0.102357	-0.257129	-0.097051	-0.070974	-0.095189	0.185678	0.814322	-0.095844	-0.089658	0.046497	0.055759	0.001655	0.134632	0.059916	计算机、通信和其他电子设备制造业
300241	2020-12-31	A	C39	0.023954	0.02186	0.044274	0.094826	0.038971	0.03385	0.038294	0.188026	0.811974	0.035884	0.038684	0.040516	0.055559	0.006617	0.053648	0.074352	计算机、通信和其他电子设备制造业
300243	2016-12-31	A	C26	0.065944	0.016887	0.029005	0.06899	0.037598	0.081104	0.143427	0.262757	0.737243	0.026511	0.02039	0.099545	0.056719	0.051662			化学原料及化学制品制造业
300243	2017-12-31	A	C26	0.05832	0.035291	0.058866	0.127902	0.061971	0.059421	0.100007	0.185762	0.814238	0.037065	0.027942	0.073999	0.044914	0.013004	0		化学原料及化学制品制造业
300243	2018-12-31	A	C26	0.123666	0.093239	0.143222	0.403177	0.162173	0.115146	0.209944	0.235221	0.764779	0.076183	0.062395	0.078633	0.05892	0.009547	0	0.002921	化学原料及化学制品制造业
300243	2019-12-31	A	C26	0.098409	0.070895	0.109109	0.360932	0.116767	0.098806	0.158984	0.242058	0.757942	0.078467	0.06142	0.095093	0.053816	0.010141		0.00417	化学原料及化学制品制造业
300243	2020-12-31	A	C26	0.096933	0.071567	0.119042	0.350322	0.117645	0.087484	0.157178	0.216483	0.783517	0.07914	0.064952	0.07704	0.048494	0.011239	0.000001	0.00332	化学原料及化学制品制造业
300243	2021-12-31	A	C26	0.085433	0.060587	0.110376	0.25491	0.109921	0.076697	0.124642	0.18421	0.81579	0.070728	0.048991	0.056051	0.042459	0.011755		0.00232	化学原料及化学制品制造业
300246	2016-12-31	A	C35	0.141002	0.124214	0.19541	0.91988	0.163091	0.143172	0.180758	0.404902	0.595098	0.140175	0.132426	0.153017	0.102549	-0.003603	0.039695		专用设备制造业
300246	2017-12-31	A	C35	0.118722	0.095124	0.16276	0.792273	0.133632	0.113985	0.162278	0.373271	0.626729	0.121423	0.099392	0.151303	0.097891	0.003012	0.090673		专用设备制造业
300246	2018-12-31	A	C35	0.108642	0.091059	0.165426	0.840209	0.133027	0.10536	0.146317	0.37224	0.62776	0.114372	0.096187	0.15326	0.058165	0.002283	-0.01045	0.052067	专用设备制造业
300246	2019-12-31	A	C35	0.102962	0.077727	0.14881	0.555806	0.120938	0.102553	0.137673	0.397711	0.602289	0.108762	0.088441	0.155385	0.065489	0.008732	-0.001972	0.055014	专用设备制造业
300246	2020-12-31	A	C35	0.341652	0.27428	0.517683	1.30163	0.435245	0.286455	0.458785	0.467222	0.532778	0.296855	0.252333	0.066227	0.04554	0.015474	0.017764	0.040952	专用设备制造业
300247	2016-12-31	A	C38	0.049738	0.032421	0.081326	0.280319	0.041023	0.028687	0.04801	0.364995	0.635005	0.161027	0.125667	0.082683	0.117444	-0.000728	0.082628		电气机械及器材制造业
300247	2017-12-31	A	C38	0.033057	0.022455	0.052796	0.228783	0.027818	0.028091	0.040445	0.289733	0.710267	0.060658	0.053909	0.063736	0.112203	0.012396	0.054429		电气机械及器材制造业
300247	2018-12-31	A	C38	-0.306685	-0.315246	-0.721099	-2.876768	-0.39712	-0.441149	-0.380078	0.243999	0.756001	-0.729785	-0.742396	0.087112	0.096269	0.004045	0.063681	0.059916	电气机械及器材制造业
300247	2019-12-31	A	C38	-0.457438	-0.457905	-0.974407	-2.870349	-0.579461	-0.762884	-0.57079	0.149648	0.850352	-0.992552	-0.988736	0.143169	0.142651	0.002368	0.561495	0.04826	电气机械及器材制造业
300247	2020-12-31	A	C38	-0.033636	-0.052874	-0.106457	-0.244675	-0.064214	-0.053456	-0.040355	0.262552	0.737448	-0.093121	-0.107537	0.119419	0.108916	0.02022	-0.717862	0.026079	电气机械及器材制造业
300249	2016-12-31	A	C35	0.031927	0.020868	0.028835	0.159979	0.043482	0.037745	0.064727	0.241126	0.758874	-0.012892	0.04033	0.058837	0.107411	0.007017	-0.04871		专用设备制造业
300249	2017-12-31	A	C35	0.049466	0.037504	0.052547	0.286526	0.093315	0.074913	0.109856	0.270114	0.729886	0.073112	0.07043	0.059319	0.09887	0.018382	0.090889		专用设备制造业
300250	2016-12-31	A	C39	0.101088	0.09833	0.198075	9.792448	0.110913	0.079074	0.112456	0.695234	0.304766	0.248059	0.302303	0.146758	0.260635	-0.008733	-0.114144		计算机、通信和其他电子设备制造业
300250	2017-12-31	A	C39	0.044675	0.042313	0.095584	4.978421	0.046688	0.04202	0.049101	0.60011	0.39989	0.069846	0.172501	0.129589	0.291036	-0.013824	0.015902		计算机、通信和其他电子设备制造业
300252	2016-12-31	A	C38	0.085482	0.067946	0.099475	0.680802	0.138611	0.066014	0.166283	0.273283	0.726717	0.119209	0.107986	0.04932	0.081398	0.009575	0.019409		电气机械及器材制造业
300252	2017-12-31	A	C38	0.057225	0.032605	0.048626	0.429555	0.066724	0.046268	0.110253	0.247749	0.752251	0.083019	0.070899	0.041712	0.08487	0.035897	0.024511		电气机械及器材制造业
300252	2018-12-31	A	C38	0.043811	0.028298	0.044257	0.298967	0.060788	0.050486	0.088393	0.238858	0.761142	0.070642	0.059789	0.039212	0.056764	0.021914	0.024399	0.042444	电气机械及器材制造业
300252	2019-12-31	A	C38	0.03019	0.017477	0.028868	0.139199	0.036377	0.037516	0.059145	0.144598	0.855402	0.027319	0.033786	0.043977	0.056894	0.028927	0.239367	0.045422	电气机械及器材制造业
300252	2020-12-31	A	C38	0.003992	-0.012217	-0.022447	-0.086275	-0.027189	0.008733	0.008194	0.157438	0.842562	-0.042109	-0.033744	0.04587	0.0603	0.054319	0.077073	0.058647	电气机械及器材制造业
300254	2016-12-31	A	C27	0.041439	0.027406	0.073289	0.137258	0.041108	0.040021	0.052844	0.661712	0.338288	0.031777	0.050343	0.379961	0.203583	0.016799	0.151443		医药制造业
300254	2017-12-31	A	C27	0.036647	0.020937	0.054356	0.122025	0.032081	0.034731	0.050397	0.691371	0.308629	0.030693	0.032904	0.457075	0.171737	0.013635	-0.048076		医药制造业
300254	2018-12-31	A	C27	0.01858	0.006482	0.015787	0.035347	0.01027	0.018292	0.026177	0.764385	0.235615	-0.013024	0.008596	0.549549	0.106033	0.011641	-0.035953	0.04711	医药制造业
300254	2019-12-31	A	C27	0.011462	-0.001078	-0.002771	-0.005834	-0.001907	0.009687	0.015084	0.754973	0.245027	-0.036329	-0.00157	0.612695	0.098302	0.015025	0.048883	0.043251	医药制造业
300254	2020-12-31	A	C27	-0.13591	-0.155763	-0.457294	-0.930215	-0.310845	-0.146718	-0.180046	0.691709	0.308291	-0.371562	-0.330834	0.655849	0.161463	0.063173	-0.002685	0.085362	医药制造业
300255	2016-12-31	A	C27	0.085111	0.065314	0.100738	0.367193	0.092377	0.06924	0.116004	0.646907	0.353093	0.17781	0.159436	0.328904	0.104082	0.025205	0.021789		医药制造业
300255	2017-12-31	A	C27	0.079358	0.060736	0.091233	0.342513	0.085639	0.069652	0.102902	0.654901	0.345099	0.165869	0.142457	0.354123	0.103387	0.018346	-0.000767		医药制造业
300255	2018-12-31	A	C27	0.057002	0.035855	0.053599	0.216032	0.053328	0.0487	0.076437	0.714245	0.285755	0.104491	0.080001	0.421779	0.047659	0.023465	-0.008665	0.059836	医药制造业
300255	2019-12-31	A	C27	0.078476	0.057125	0.086585	0.318644	0.08481	0.0747	0.11087	0.730939	0.269061	0.126674	0.107376	0.45496	0.051224	0.021434		0.065611	医药制造业
300255	2020-12-31	A	C27	0.086422	0.058987	0.09077	0.32915	0.090087	0.075995	0.124413	0.686666	0.313334	0.130806	0.106245	0.416094	0.049443	0.028087		0.053957	医药制造业
300256	2016-12-31	A	C39	0.035429	0.020558	0.040868	0.115272	0.044057	0.036967	0.068963	0.148828	0.851172	0.009887	0.02924	0.010189	0.084806	0.015415			计算机、通信和其他电子设备制造业
300256	2017-12-31	A	C39	0.032494	0.008059	0.015962	0.037878	0.019931	0.034124	0.069496	0.151655	0.848345	0.009593	0.011997	0.010144	0.090782	0.031606	0.001095		计算机、通信和其他电子设备制造业
300256	2018-12-31	A	C39	-0.176332	-0.205502	-0.412231	-0.788067	-0.689599	-0.252122	-0.441858	0.073172	0.926828	-0.469143	-0.460526	0.017348	0.077593	0.062482	0.035795	0.058897	计算机、通信和其他电子设备制造业
300256	2019-12-31	A	C39	0.031748	0.017791	0.034073	0.062529	0.064424	0.037851	0.084416	0.160773	0.839227	0.021081	0.025587	0.01362	0.060613	0.021351		0.037818	计算机、通信和其他电子设备制造业
300256	2020-12-31	A	C39	-0.269044	-0.289859	-0.584849	-0.903289	-1.934325	-0.578225	-1.062971	-0.114302	1.114302	-0.488239	-0.485904	0.007986	0.070168	0.036504		0.058397	计算机、通信和其他电子设备制造业
300257	2016-12-31	A	C34	0.021588	0.021807	0.033657	0.117826	0.029474	0.016969	0.028807	0.248694	0.751306	0.06461	0.058413	0.049642	0.129435	-0.017414	0.030475		通用设备制造业
300257	2017-12-31	A	C34	0.02744	0.018939	0.035402	0.127394	0.030361	0.025383	0.040026	0.265996	0.734004	0.059311	0.046949	0.047628	0.13514	0.009028	0.126453		通用设备制造业
300257	2018-12-31	A	C34	0.025212	0.017478	0.039608	0.134068	0.034409	0.020442	0.038267	0.25858	0.74142	0.062648	0.045608	0.04686	0.098163	0.005218	0.124344	0.035394	通用设备制造业
300257	2019-12-31	A	C34	0.028902	0.019429	0.051421	0.099402	0.043067	0.027519	0.043901	0.289457	0.710543	0.071074	0.058087	0.052906	0.101859	0.015684	0.091293	0.033024	通用设备制造业
300257	2020-12-31	A	C34	0.043916	0.027547	0.075812	0.129129	0.063216	0.040749	0.070226	0.300011	0.699989	0.098975	0.087111	0.034402	0.084257	0.039441	0.112638	0.035199	通用设备制造业
300258	2016-12-31	A	C36	0.125101	0.099054	0.308634	0.187151	0.138885	0.105925	0.164397	0.406088	0.593912	0.242333	0.212202	0.033899	0.101105	0.007819	0.047984		汽车制造业
300258	2017-12-31	A	C36	0.14224	0.112852	0.340145	0.219718	0.160395	0.122623	0.193445	0.410909	0.589091	0.262276	0.221758	0.036627	0.088004	0.01731	0.001533		汽车制造业
300258	2018-12-31	A	C36	0.123058	0.09996	0.297932	0.221364	0.145993	0.105653	0.165707	0.381701	0.618299	0.23747	0.204425	0.024655	0.039011	0.011383	0.038979	0.048548	汽车制造业
300258	2019-12-31	A	C36	0.076851	0.057705	0.178548	0.124274	0.089262	0.064781	0.102157	0.353157	0.646843	0.174292	0.141441	0.02615	0.057433	0.015205	0.010569	0.049729	汽车制造业
300258	2020-12-31	A	C36	0.060066	0.041569	0.111054	0.088166	0.061724	0.049796	0.078558	0.314758	0.685242	0.1544	0.129296	0.006691	0.062192	0.031196	0.003966	0.067506	汽车制造业
300259	2016-12-31	A	C40	0.076794	0.071907	0.10546	0.419109	0.083906	0.056629	0.087517	0.436886	0.563114	0.204404	0.218577	0.112996	0.127647	-0.016105	0.106582		仪器仪表制造业
300259	2017-12-31	A	C40	0.088292	0.079241	0.111865	0.546279	0.092586	0.083052	0.101877	0.492936	0.507064	0.256355	0.231366	0.132455	0.139686	-0.009067	0.164346		仪器仪表制造业
300259	2018-12-31	A	C40	0.072869	0.065762	0.093359	0.466503	0.07979	0.075432	0.087192	0.49867	0.50133	0.196136	0.183525	0.185454	0.074902	-0.003298	0.253963	0.069466	仪器仪表制造业
300259	2019-12-31	A	C40	0.122661	0.107387	0.147296	0.894908	0.133243	0.122278	0.149712	0.491366	0.508634	0.271508	0.239356	0.17299	0.050399	-0.00244	0.028752	0.065865	仪器仪表制造业
300259	2020-12-31	A	C40	0.151854	0.130864	0.171368	1.411416	0.160857	0.147059	0.183788	0.45094	0.54906	0.378845	0.326503	0.099796	0.052471	0.000554	0.045885	0.070895	仪器仪表制造业
300259	2021-12-31	A	C40	0.137748	0.126787	0.16373	1.711616	0.152558	0.13939	0.163374	0.456482	0.543518	0.384167	0.346924	0.128598	0.043843	-0.009057	0.099097	0.07588	仪器仪表制造业
300260	2016-12-31	A	C34	0.020545	0.009531	0.01571	0.030438	0.014579	0.020463	0.030293	0.260946	0.739054	0.025405	0.01967	0.07559	0.119337	0.017014			通用设备制造业
300260	2017-12-31	A	C34	0.03779	0.019862	0.032517	0.067803	0.031783	0.033445	0.058231	0.248794	0.751206	0.044514	0.033651	0.068806	0.120077	0.018022			通用设备制造业
300260	2018-12-31	A	C34	0.042529	0.024855	0.041048	0.095651	0.054092	0.044347	0.080906	0.238875	0.761125	0.032118	0.032617	0.076859	0.058052	0.023174		0.043754	通用设备制造业
300260	2019-12-31	A	C34	0.048897	0.028863	0.04542	0.128594	0.079441	0.053231	0.100279	0.275274	0.724726	0.048303	0.044764	0.097328	0.054219	0.027121		0.044456	通用设备制造业
300260	2020-12-31	A	C34	0.054646	0.034976	0.053478	0.17588	0.084337	0.06491	0.104218	0.267043	0.732957	0.068277	0.062151	0.067967	0.056136	0.030172		0.048976	通用设备制造业
300261	2016-12-31	A	C26	0.011749	0.011417	0.029124	0.024777	0.021941	0.013664	0.020792	0.283363	0.716637	0.023562	0.029978	0.01791	0.209599	0.003315			化学原料及化学制品制造业
300261	2017-12-31	A	C26	0.04393	0.029285	0.060061	0.085954	0.049516	0.03794	0.069954	0.263462	0.736538	0.064363	0.06158	0.01624	0.141627	0.028082			化学原料及化学制品制造业
300261	2018-12-31	A	C26	0.063682	0.054095	0.110683	0.189887	0.091511	0.058308	0.09874	0.285159	0.714841	0.123464	0.10214	0.020463	0.077385	0.006369	0.029442	0.059397	化学原料及化学制品制造业
300261	2019-12-31	A	C26	0.042272	0.029006	0.06566	0.101573	0.050347	0.04502	0.067609	0.289256	0.710744	0.102678	0.062856	0.015771	0.076816	0.023701	0.024419	0.064181	化学原料及化学制品制造业
300261	2020-12-31	A	C26	0.067211	0.04576	0.10161	0.168417	0.081364	0.066967	0.108208	0.268411	0.731589	0.102421	0.086142	0.006593	0.075087	0.033568	0.046943	0.059867	化学原料及化学制品制造业
300263	2016-12-31	A	C34	0.006647	0.004685	0.008626	0.050039	0.006631	0.007207	0.00923	0.248526	0.751474	0.008304	0.020013	0.082206	0.132246	0.003614	0.147054		通用设备制造业
300263	2017-12-31	A	C34	0.020852	0.016104	0.030613	0.16025	0.022211	0.021231	0.027776	0.273651	0.726349	0.062579	0.052556	0.070721	0.1202	0.003044	0.124495		通用设备制造业
300263	2018-12-31	A	C34	0.043223	0.036737	0.069802	0.356142	0.054958	0.044899	0.061292	0.280141	0.719859	0.109345	0.09231	0.057543	0.070668	0.002527	0.047924	0.03395	通用设备制造业
300263	2019-12-31	A	C34	0.056831	0.045319	0.087536	0.452791	0.070864	0.060878	0.083674	0.305847	0.694153	0.1315	0.110371	0.050525	0.067952	0.008448	-0.011067	0.03304	通用设备制造业
300263	2020-12-31	A	C34	0.061144	0.050684	0.102809	0.544451	0.085966	0.072352	0.099455	0.298956	0.701044	0.159581	0.138199	0.026978	0.060232	0.011181	0.095967	0.047716	通用设备制造业
300265	2016-12-31	A	C38	0.081513	0.06654	0.091408	0.387763	0.126741	0.091743	0.152068	0.281252	0.718748	0.077262	0.084488	0.085538	0.09925	0.01775	0.338889		电气机械及器材制造业
300265	2017-12-31	A	C38	0.040718	0.021958	0.030908	0.143014	0.047223	0.044937	0.082079	0.197017	0.802983	0.034687	0.029962	0.078866	0.089023	0.02162	0.277605		电气机械及器材制造业
300265	2018-12-31	A	C38	0.037697	0.018826	0.027529	0.128954	0.041019	0.04035	0.074864	0.2065	0.7935	0.029637	0.025751	0.074823	0.041916	0.02263	0.062137	0.042749	电气机械及器材制造业
300265	2019-12-31	A	C38	0.036854	0.014062	0.020489	0.094537	0.031217	0.034517	0.068189	0.256842	0.743158	0.030776	0.022904	0.091486	0.052546	0.030016	-0.166893	0.042894	电气机械及器材制造业
300265	2020-12-31	A	C38	0.048401	0.026428	0.038416	0.164954	0.052836	0.050372	0.081705	0.251581	0.748419	0.052835	0.045326	0.065052	0.049679	0.031049	-0.10252	0.041775	电气机械及器材制造业
300265	2021-12-31	A	C38	0.039179	0.021463	0.030968	0.129189	0.0399	0.042059	0.067119	0.166694	0.833306	0.032146	0.028423	0.041357	0.038925	0.019051	-0.107075	0.040021	电气机械及器材制造业
300266	2016-12-31	A	C34	0.063972	0.047265	0.073114	0.443519	0.089737	0.053137	0.115103	0.243065	0.756935	0.106988	0.088919	0.019182	0.080378	0.007076	0.024304		通用设备制造业
300267	2016-12-31	A	C27	0.159061	0.152757	0.294728	0.513375	0.168643	0.144066	0.173319	0.435314	0.564686	0.304892	0.288897	0.050896	0.076477	-0.017894	0.065331		医药制造业
300267	2017-12-31	A	C27	0.109602	0.092445	0.20686	0.291745	0.098923	0.09763	0.115787	0.370236	0.629764	0.208353	0.182044	0.061089	0.071043	0.006985	-1.473752		医药制造业
300267	2018-12-31	A	C27	0.041224	0.035802	0.072837	0.103945	0.038127	0.0317	0.043145	0.356817	0.643183	0.148085	0.089476	0.114135	0.063177	-0.01149	-0.180142	0.023986	医药制造业
300267	2019-12-31	A	C27	0.025493	0.025426	0.053327	0.065667	0.027117	0.022934	0.026662	0.259136	0.740864	0.067107	0.056481	0.094317	0.075	-0.007276	0.026039	0.020085	医药制造业
300267	2020-12-31	A	C27	0.034646	0.029969	0.070462	0.076466	0.032846	0.031767	0.037468	0.227807	0.772193	0.095601	0.080292	0.049444	0.101923	0.003962	0.76974	0.020177	医药制造业
300270	2016-12-31	A	C39	0.052479	0.050935	0.075815	0.71379	0.070972	0.057609	0.069321	0.43699	0.56301	0.072243	0.144655	0.137454	0.207619	-0.000771	-0.020253		计算机、通信和其他电子设备制造业
300270	2017-12-31	A	C39	0.04791	0.043673	0.08086	0.277658	0.067392	0.050181	0.068534	0.415817	0.584183	0.114862	0.108187	0.097741	0.182163	0.001517	0.065027		计算机、通信和其他电子设备制造业
300270	2018-12-31	A	C39	-0.029345	-0.025216	-0.046242	-0.127891	-0.038371	-0.026075	-0.041722	0.326748	0.673252	-0.125646	-0.106778	0.122246	0.114495	0.00094	0.406933	0.142682	计算机、通信和其他电子设备制造业
300270	2019-12-31	A	C39	-0.067928	-0.063044	-0.103108	-0.351477	-0.090635	-0.082488	-0.094418	0.173611	0.826389	-0.392657	-0.375995	0.188643	0.151533	-0.010788		0.156196	计算机、通信和其他电子设备制造业
300270	2020-12-31	A	C39	-0.107524	-0.097908	-0.148961	-0.684973	-0.136939	-0.130889	-0.148002	0.141098	0.858902	-0.619508	-0.563991	0.181962	0.164713	-0.001516		0.122355	计算机、通信和其他电子设备制造业
300272	2016-12-31	A	C38	0.051053	0.04603	0.127407	0.216919	0.086159	0.056436	0.091552	0.371811	0.628189	0.147677	0.13873	0.088835	0.150413	-0.009102	0.105301		电气机械及器材制造业
300272	2017-12-31	A	C38	0.01427	0.004143	0.011332	0.017631	0.007468	0.013739	0.024903	0.374662	0.625338	0.014324	0.015332	0.130351	0.205725	0.022248	0.51311		电气机械及器材制造业
300272	2018-12-31	A	C38	0.18149	0.164431	0.445843	0.754365	0.240402	0.252651	0.258474	0.389301	0.610699	0.400557	0.387668	0.144687	0.142013	0.009129	0.618731	0.0386	电气机械及器材制造业
300272	2019-12-31	A	C38	0.107457	0.067069	0.179969	0.401891	0.100081	0.079343	0.149376	0.441637	0.558363	0.150804	0.114441	0.157452	0.151155	0.01492	0.302171	0.01785	电气机械及器材制造业
300272	2020-12-31	A	C38	0.050671	0.026656	0.071684	0.170956	0.041318	0.050711	0.071074	0.436683	0.563317	0.039454	0.04278	0.145781	0.133068	0.025185	-0.001743	0.030369	电气机械及器材制造业
300273	2016-12-31	A	C35	0.034611	0.023161	0.042518	0.634721	0.039396	0.025686	0.041105	0.537905	0.462095	0.110476	0.104569	0.215385	0.138284	0.017119	-0.047615		专用设备制造业
300273	2017-12-31	A	C35	0.041114	0.019114	0.035535	0.523629	0.038618	0.032784	0.049506	0.534329	0.465671	0.106139	0.087147	0.169719	0.139699	0.069922	0.021175		专用设备制造业
300273	2018-12-31	A	C35	0.044495	0.018977	0.039563	0.512325	0.041877	0.03741	0.055404	0.514651	0.485349	0.128986	0.09081	0.135379	0.07452	0.08143	0.192659	0.063422	专用设备制造业
300273	2019-12-31	A	C35	0.033936	0.00713	0.014908	0.223469	0.016439	0.031529	0.043717	0.503265	0.496735	0.041316	0.036228	0.119435	0.07742	0.121423	0.141842	0.049526	专用设备制造业
